net	full_name	layer	shape_use	bbox
VSS	PATH_11_103	M1	lib_cell_pin_connect	{20.0000 192.1860} {851.2880 192.2460}
VSS	PATH_11_101	M1	lib_cell_pin_connect	{20.0000 188.8420} {851.2880 188.9020}
VSS	PATH_11_99	M1	lib_cell_pin_connect	{20.0000 185.4980} {851.2880 185.5580}
VSS	PATH_11_97	M1	lib_cell_pin_connect	{20.0000 182.1540} {851.2880 182.2140}
VSS	PATH_11_95	M1	lib_cell_pin_connect	{20.0000 178.8100} {851.2880 178.8700}
VSS	PATH_11_93	M1	lib_cell_pin_connect	{20.0000 175.4660} {851.2880 175.5260}
VSS	PATH_11_91	M1	lib_cell_pin_connect	{20.0000 172.1220} {851.2880 172.1820}
VSS	PATH_11_89	M1	lib_cell_pin_connect	{20.0000 168.7780} {851.2880 168.8380}
VSS	PATH_11_87	M1	lib_cell_pin_connect	{20.0000 165.4340} {851.2880 165.4940}
VSS	PATH_11_85	M1	lib_cell_pin_connect	{20.0000 162.0900} {851.2880 162.1500}
VSS	PATH_11_83	M1	lib_cell_pin_connect	{20.0000 158.7460} {851.2880 158.8060}
VSS	PATH_11_81	M1	lib_cell_pin_connect	{20.0000 155.4020} {851.2880 155.4620}
VSS	PATH_11_79	M1	lib_cell_pin_connect	{20.0000 152.0580} {851.2880 152.1180}
VSS	PATH_11_77	M1	lib_cell_pin_connect	{20.0000 148.7140} {851.2880 148.7740}
VSS	PATH_11_75	M1	lib_cell_pin_connect	{20.0000 145.3700} {851.2880 145.4300}
VSS	PATH_11_73	M1	lib_cell_pin_connect	{20.0000 142.0260} {851.2880 142.0860}
VSS	PATH_11_71	M1	lib_cell_pin_connect	{20.0000 138.6820} {851.2880 138.7420}
VSS	PATH_11_69	M1	lib_cell_pin_connect	{20.0000 135.3380} {851.2880 135.3980}
VSS	PATH_11_67	M1	lib_cell_pin_connect	{20.0000 131.9940} {851.2880 132.0540}
VSS	PATH_11_65	M1	lib_cell_pin_connect	{20.0000 128.6500} {851.2880 128.7100}
VSS	PATH_11_63	M1	lib_cell_pin_connect	{20.0000 125.3060} {851.2880 125.3660}
VSS	PATH_11_61	M1	lib_cell_pin_connect	{20.0000 121.9620} {851.2880 122.0220}
VSS	PATH_11_59	M1	lib_cell_pin_connect	{20.0000 118.6180} {851.2880 118.6780}
VSS	PATH_11_57	M1	lib_cell_pin_connect	{20.0000 115.2740} {851.2880 115.3340}
VSS	PATH_11_55	M1	lib_cell_pin_connect	{20.0000 111.9300} {851.2880 111.9900}
VSS	PATH_11_53	M1	lib_cell_pin_connect	{20.0000 108.5860} {851.2880 108.6460}
VSS	PATH_11_51	M1	lib_cell_pin_connect	{20.0000 105.2420} {851.2880 105.3020}
VSS	PATH_11_49	M1	lib_cell_pin_connect	{20.0000 101.8980} {851.2880 101.9580}
VSS	PATH_11_47	M1	lib_cell_pin_connect	{20.0000 98.5540} {851.2880 98.6140}
VSS	PATH_11_45	M1	lib_cell_pin_connect	{20.0000 95.2100} {851.2880 95.2700}
VSS	PATH_11_43	M1	lib_cell_pin_connect	{20.0000 91.8660} {851.2880 91.9260}
VSS	PATH_11_41	M1	lib_cell_pin_connect	{20.0000 88.5220} {851.2880 88.5820}
VSS	PATH_11_39	M1	lib_cell_pin_connect	{20.0000 85.1780} {851.2880 85.2380}
VSS	PATH_11_37	M1	lib_cell_pin_connect	{20.0000 81.8340} {851.2880 81.8940}
VSS	PATH_11_35	M1	lib_cell_pin_connect	{20.0000 78.4900} {851.2880 78.5500}
VSS	PATH_11_33	M1	lib_cell_pin_connect	{20.0000 75.1460} {851.2880 75.2060}
VSS	PATH_11_31	M1	lib_cell_pin_connect	{20.0000 71.8020} {851.2880 71.8620}
VSS	PATH_11_29	M1	lib_cell_pin_connect	{20.0000 68.4580} {851.2880 68.5180}
VSS	PATH_11_27	M1	lib_cell_pin_connect	{20.0000 65.1140} {851.2880 65.1740}
VSS	PATH_11_25	M1	lib_cell_pin_connect	{20.0000 61.7700} {851.2880 61.8300}
VSS	PATH_11_23	M1	lib_cell_pin_connect	{20.0000 58.4260} {851.2880 58.4860}
VSS	PATH_11_21	M1	lib_cell_pin_connect	{20.0000 55.0820} {851.2880 55.1420}
VSS	PATH_11_19	M1	lib_cell_pin_connect	{20.0000 51.7380} {851.2880 51.7980}
VSS	PATH_11_17	M1	lib_cell_pin_connect	{20.0000 48.3940} {851.2880 48.4540}
VSS	PATH_11_15	M1	lib_cell_pin_connect	{20.0000 45.0500} {851.2880 45.1100}
VSS	PATH_11_13	M1	lib_cell_pin_connect	{20.0000 41.7060} {851.2880 41.7660}
VSS	PATH_11_11	M1	lib_cell_pin_connect	{20.0000 38.3620} {851.2880 38.4220}
VSS	PATH_11_9	M1	lib_cell_pin_connect	{20.0000 35.0180} {851.2880 35.0780}
VSS	PATH_11_7	M1	lib_cell_pin_connect	{20.0000 31.6740} {851.2880 31.7340}
VSS	PATH_11_5	M1	lib_cell_pin_connect	{20.0000 28.3300} {851.2880 28.3900}
VSS	PATH_11_3	M1	lib_cell_pin_connect	{20.0000 24.9860} {851.2880 25.0460}
VSS	PATH_11_1	M1	lib_cell_pin_connect	{20.0000 21.6420} {851.2880 21.7020}
